1987	1988	reagan	reagan	reagan
1987	1988	shultz	shultz	george_shultz
1987	1988	koch	koch	koch
1987	1988	cuomo	cuomo	cuomo
1987	1988	giants	redskins	giants
1987	1988	elway	esiason	elway
1987	1988	cher	foster	barbara_stanwyck
1987	1988	navratilova	graf	navratilova
1987	1988	weinberg	weinberg	feinberg
1987	1988	thatcher	thatcher	mrs_thatcher
1987	1989	reagan	bush	bush
1987	1989	shultz	baker	secretary_baker
1987	1989	koch	koch	koch
1987	1989	cuomo	cuomo	cuomo
1987	1989	giants	99ers	giants
1987	1989	elway	montana	quarterback
1987	1989	cher	tandy	michelle_pfeiffer
1987	1989	navratilova	graf	navratilova
1987	1989	weinberg	weinberg	lebetkin
1987	1989	thatcher	thatcher	thatcher
1987	1990	reagan	bush	bush
1987	1990	shultz	baker	secretary_baker
1987	1990	koch	dinkins	dinkins
1987	1990	cuomo	cuomo	cuomo
1987	1990	giants	99ers	giants
1987	1990	elway	montana	pass_rush
1987	1990	cher	bates	comedienne
1987	1990	navratilova	graf	graf
1987	1990	weinberg	rubin	kurtz
1987	1990	thatcher	major	thatcher
1987	1991	reagan	bush	bush
1987	1991	shultz	baker	white_house
1987	1991	koch	dinkins	dinkins
1987	1991	cuomo	cuomo	mr_cuomo
1987	1991	giants	giants	giants
1987	1991	elway	thomas	steelers
1987	1991	cher	foster	ms_bening
1987	1991	navratilova	seles	sabatini
1987	1991	weinberg	rubin	feldman
1987	1991	thatcher	major	thatcher
1987	1992	reagan	bush	bush
1987	1992	shultz	baker	george_shultz
1987	1992	koch	dinkins	dinkins
1987	1992	cuomo	cuomo	cuomo
1987	1992	giants	redskins	giants
1987	1992	elway	young	thurman_thomas
1987	1992	cher	thompson	ingenue
1987	1992	navratilova	seles	sabatini
1987	1992	weinberg	friedman	rubenstein
1987	1992	thatcher	major	mrs_thatcher
1987	1993	reagan	clinton	clinton
1987	1993	shultz	eagleburger	warren_christopher
1987	1993	koch	dinkins	dinkins
1987	1993	cuomo	cuomo	cuomo
1987	1993	giants	cowboys	giants
1987	1993	elway	smith	rypien
1987	1993	cher	hunter	anjelica_huston
1987	1993	navratilova	graf	sabatini
1987	1993	weinberg	friedman	glaser
1987	1993	thatcher	major	margaret_thatcher
1987	1994	reagan	clinton	clinton
1987	1994	shultz	christopher	warren_christopher
1987	1994	koch	giuliani	mr_giuliani
1987	1994	cuomo	cuomo	mr_cuomo
1987	1994	giants	cowboys	giants
1987	1994	elway	young	meggett
1987	1994	cher	lange	christian_slater
1987	1994	navratilova	graf	sanchez_vicario
1987	1994	weinberg	corzine	rappaport
1987	1994	thatcher	major	tory
1987	1995	reagan	clinton	clinton
1987	1995	shultz	christopher	strobe_talbott
1987	1995	koch	giuliani	giuliani
1987	1995	cuomo	pataki	giuliani
1987	1995	giants	99ers	giants
1987	1995	elway	favre	murrell
1987	1995	cher	sarandon	philippe_noiret
1987	1995	navratilova	graf	sanchez_vicario
1987	1995	weinberg	corzine	farber
1987	1995	thatcher	major	margaret_thatcher
1987	1996	reagan	clinton	clinton
1987	1996	shultz	christopher	warren_christopher
1987	1996	koch	giuliani	giuliani
1987	1996	cuomo	pataki	pataki
1987	1996	giants	cowboys	giants
1987	1996	elway	favre	quarterback
1987	1996	cher	mcdormand	julia_roberts
1987	1996	navratilova	graf	graf
1987	1996	weinberg	corzine	greenbaum
1987	1996	thatcher	major	tories
1987	1997	reagan	clinton	clinton
1987	1997	shultz	albright	warren_christopher
1987	1997	koch	giuliani	giuliani
1987	1997	cuomo	pataki	pataki
1987	1997	giants	packers	giants
1987	1997	elway	sanders	cornerbacks
1987	1997	cher	hunt	claire_danes
1987	1997	navratilova	hingis	seles
1987	1997	weinberg	corzine	sapir
1987	1997	thatcher	blair	tory
1987	1998	reagan	clinton	clinton
1987	1998	shultz	albright	president_clinton
1987	1998	koch	giuliani	giuliani
1987	1998	cuomo	pataki	giuliani
1987	1998	giants	broncos	giants
1987	1998	elway	davis	quarterback
1987	1998	cher	paltrow	claire_danes
1987	1998	navratilova	hingis	novotna
1987	1998	weinberg	corzine	schechter
1987	1998	thatcher	blair	margaret_thatcher
1987	1999	reagan	clinton	clinton
1987	1999	shultz	albright	white_house
1987	1999	koch	giuliani	mr_giuliani
1987	1999	cuomo	pataki	mr_giuliani
1987	1999	giants	broncos	giants
1987	1999	elway	warner	vikings
1987	1999	cher	swank	calista_flockhart
1987	1999	navratilova	hingis	seles
1987	1999	weinberg	paulson	mandelbaum
1987	1999	thatcher	blair	tory
1987	2000	reagan	clinton	bush
1987	2000	shultz	albright	president_clinton
1987	2000	koch	giuliani	giuliani
1987	2000	cuomo	pataki	pataki
1987	2000	giants	rams	giants
1987	2000	elway	faulk	griese
1987	2000	cher	roberts	kirsten_dunst
1987	2000	navratilova	hingis	hingis
1987	2000	weinberg	paulson	reiffel
1987	2000	thatcher	blair	blair
1987	2001	reagan	bush	bush
1987	2001	shultz	powell	president_bush
1987	2001	koch	giuliani	giuliani
1987	2001	cuomo	pataki	pataki
1987	2001	giants	ravens	giants
1987	2001	elway	warner	culpepper
1987	2001	cher	berry	anjelica_huston
1987	2001	navratilova	hingis	capriati
1987	2001	weinberg	paulson	greenwald
1987	2001	thatcher	blair	lord_hailsham
1987	2002	reagan	bush	bush
1987	2002	shultz	powell	colin_powell
1987	2002	koch	bloomberg	bloomberg
1987	2002	cuomo	pataki	pataki
1987	2002	giants	patriots	giants
1987	2002	elway	gannon	mcnabb
1987	2002	cher	kidman	brooke_shields
1987	2002	navratilova	williams	hingis
1987	2002	weinberg	paulson	schwartz
1987	2002	thatcher	blair	mr_chrétien
1987	2003	reagan	bush	bush
1987	2003	shultz	powell	president_bush
1987	2003	koch	bloomberg	bloomberg
1987	2003	cuomo	pataki	pataki
1987	2003	giants	buccaneers	giants
1987	2003	elway	mcnair	pass_rush
1987	2003	cher	theron	stockard_channing
1987	2003	navratilova	williams	clijsters
1987	2003	weinberg	paulson	josephson
1987	2003	thatcher	blair	margaret_thatcher
1987	2004	reagan	bush	bush
1987	2004	shultz	powell	colin_powell
1987	2004	koch	bloomberg	bloomberg
1987	2004	cuomo	pataki	pataki
1987	2004	giants	patriots	giants
1987	2004	elway	manning	mcnabb
1987	2004	cher	swank	rupert_everett
1987	2004	navratilova	henin	henin_hardenne
1987	2004	weinberg	paulson	cohen
1987	2004	thatcher	blair	margaret_thatcher
1987	2005	reagan	bush	bush
1987	2005	shultz	rice	wolfowitz
1987	2005	koch	bloomberg	bloomberg
1987	2005	cuomo	pataki	pataki
1987	2005	giants	patriots	giants
1987	2005	elway	alexander	receivers
1987	2005	cher	witherspoon	kirsten_dunst
1987	2005	navratilova	davenport	roddick
1987	2005	weinberg	paulson	weinstein
1987	2005	thatcher	blair	political_establishment
1987	2006	reagan	bush	bush
1987	2006	shultz	rice	president_bush
1987	2006	koch	bloomberg	bloomberg
1987	2006	cuomo	pataki	pataki
1987	2006	giants	steelers	giants
1987	2006	elway	tomlinson	quarterback
1987	2006	cher	mirren	anjelica_huston
1987	2006	navratilova	mauresmo	hingis
1987	2006	weinberg	blankfein	weisberg
1987	2006	thatcher	blair	margaret_thatcher
1987	2007	reagan	bush	bush
1987	2007	shultz	rice	ms_rice
1987	2007	koch	bloomberg	bloomberg
1987	2007	cuomo	spitzer	governor
1987	2007	giants	colts	giants
1987	2007	elway	brady	colts
1987	2007	cher	cotillard	felicity_huffman
1987	2007	navratilova	henin	sharapova
1987	2007	weinberg	blankfein	muchin
1987	2007	thatcher	blair	opposition_conservatives
1988	1987	reagan	reagan	reagan
1988	1987	shultz	shultz	mr_shultz
1988	1987	koch	koch	koch
1988	1987	cuomo	cuomo	cuomo
1988	1987	redskins	giants	giants
1988	1987	esiason	elway	tacklers
1988	1987	foster	cher	foster
1988	1987	graf	navratilova	navratilova
1988	1987	weinberg	weinberg	schwartz
1988	1987	thatcher	thatcher	thatcher
1988	1989	reagan	bush	bush
1988	1989	shultz	baker	president_bush
1988	1989	koch	koch	koch
1988	1989	cuomo	cuomo	cuomo
1988	1989	redskins	99ers	99ers
1988	1989	esiason	montana	esiason
1988	1989	foster	tandy	foster
1988	1989	graf	graf	graf
1988	1989	weinberg	weinberg	zeller
1988	1989	thatcher	thatcher	thatcher
1988	1990	reagan	bush	bush
1988	1990	shultz	baker	president_bush
1988	1990	koch	dinkins	dinkins
1988	1990	cuomo	cuomo	cuomo
1988	1990	redskins	99ers	99ers
1988	1990	esiason	montana	quarterback
1988	1990	foster	bates	foster
1988	1990	graf	graf	graf
1988	1990	weinberg	rubin	lachaussee
1988	1990	thatcher	major	thatcher
1988	1991	reagan	bush	bush
1988	1991	shultz	baker	president_bush
1988	1991	koch	dinkins	dinkins
1988	1991	cuomo	cuomo	dinkins
1988	1991	redskins	giants	giants
1988	1991	esiason	thomas	middle_linebacker
1988	1991	foster	foster	foster
1988	1991	graf	seles	sabatini
1988	1991	weinberg	rubin	himoff
1988	1991	thatcher	major	socialist
1988	1992	reagan	bush	bush
1988	1992	shultz	baker	bush_administration
1988	1992	koch	dinkins	dinkins
1988	1992	cuomo	cuomo	cuomo
1988	1992	redskins	redskins	redskins
1988	1992	esiason	young	dave_krieg
1988	1992	foster	thompson	foster
1988	1992	graf	seles	seles
1988	1992	weinberg	friedman	edelstein
1988	1992	thatcher	major	mrs_thatcher
1988	1993	reagan	clinton	clinton
1988	1993	shultz	eagleburger	mr_rabin
1988	1993	koch	dinkins	dinkins
1988	1993	cuomo	cuomo	cuomo
1988	1993	redskins	cowboys	giants
1988	1993	esiason	smith	deberg
1988	1993	foster	hunter	lehr
1988	1993	graf	graf	sabatini
1988	1993	weinberg	friedman	friedberg
1988	1993	thatcher	major	margaret_thatcher
1988	1994	reagan	clinton	clinton
1988	1994	shultz	christopher	president_clinton
1988	1994	koch	giuliani	mr_giuliani
1988	1994	cuomo	cuomo	mr_cuomo
1988	1994	redskins	cowboys	giants
1988	1994	esiason	young	99er
1988	1994	foster	lange	palo
1988	1994	graf	graf	sanchez_vicario
1988	1994	weinberg	corzine	rappaport
1988	1994	thatcher	major	margaret_thatcher
1988	1995	reagan	clinton	clinton
1988	1995	shultz	christopher	president_clinton
1988	1995	koch	giuliani	giuliani
1988	1995	cuomo	pataki	giuliani
1988	1995	redskins	99ers	99ers
1988	1995	esiason	favre	quarterback
1988	1995	foster	sarandon	labelle
1988	1995	graf	graf	hingis
1988	1995	weinberg	corzine	weil
1988	1995	thatcher	major	margaret_thatcher
1988	1996	reagan	clinton	clinton
1988	1996	shultz	christopher	president_clinton
1988	1996	koch	giuliani	giuliani
1988	1996	cuomo	pataki	pataki
1988	1996	redskins	cowboys	steelers
1988	1996	esiason	favre	quarterback
1988	1996	foster	mcdormand	foster
1988	1996	graf	graf	graf
1988	1996	weinberg	corzine	weiss
1988	1996	thatcher	major	political_upheaval
1988	1997	reagan	clinton	clinton
1988	1997	shultz	albright	ms_albright
1988	1997	koch	giuliani	giuliani
1988	1997	cuomo	pataki	giuliani
1988	1997	redskins	packers	jets
1988	1997	esiason	sanders	hoying
1988	1997	foster	hunt	foster
1988	1997	graf	hingis	seles
1988	1997	weinberg	corzine	lederman
1988	1997	thatcher	blair	margaret_thatcher
1988	1998	reagan	clinton	clinton
1988	1998	shultz	albright	ms_albright
1988	1998	koch	giuliani	giuliani
1988	1998	cuomo	pataki	mr_pataki
1988	1998	redskins	broncos	broncos
1988	1998	esiason	davis	mark_brunell
1988	1998	foster	paltrow	foster
1988	1998	graf	hingis	hingis
1988	1998	weinberg	corzine	lulis
1988	1998	thatcher	blair	margaret_thatcher
1988	1999	reagan	clinton	clinton
1988	1999	shultz	albright	president_clinton
1988	1999	koch	giuliani	mr_giuliani
1988	1999	cuomo	pataki	mr_giuliani
1988	1999	redskins	broncos	vikings
1988	1999	esiason	warner	weinke
1988	1999	foster	swank	foster
1988	1999	graf	hingis	seles
1988	1999	weinberg	paulson	rafel
1988	1999	thatcher	blair	blair
1988	2000	reagan	clinton	clinton
1988	2000	shultz	albright	dr_albright
1988	2000	koch	giuliani	giuliani
1988	2000	cuomo	pataki	giuliani
1988	2000	redskins	rams	redskins
1988	2000	esiason	faulk	quarterback
1988	2000	foster	roberts	foster
1988	2000	graf	hingis	capriati
1988	2000	weinberg	paulson	kinsella
